Student_ID,Age,Gender,Academic_Level,Country,Avg_Daily_Usage_Hours,Most_Used_Platform,Affects_Academic_Performance,Sleep_Hours_Per_Night,Mental_Health_Score,Relationship_Status,Conflicts_Over_Social_Media,Addicted_Score,Age_Group,Addicted_Score_Norm,Addiction_Level
453,19,Female,Undergraduate,Ireland,3.6,Instagram,Yes,8.3,7,Single,3,6,19-21,-0.27545316647684354,Medium
454,21,Male,Graduate,India,7.1,Whatsapp,Yes,5.2,5,In Relationship,4,8,19-21,0.9855499657710435,High
455,20,Female,Undergraduate,Switzerland,2.6,Instagram,No,9.2,8,Single,2,4,19-21,-1.5364562987247306,Low
456,22,Male,Graduate,Turkey,4.2,Tiktok,Yes,8.0,6,Single,3,7,22-24,0.3550483996471,Medium
457,19,Female,Undergraduate,Usa,8.1,Instagram,Yes,4.2,5,In Relationship,4,9,19-21,1.616051531894987,High
458,21,Male,Graduate,Mexico,6.9,Whatsapp,Yes,5.3,6,Single,3,7,19-21,0.3550483996471,Medium
459,20,Female,Undergraduate,France,3.2,Instagram,No,8.8,7,In Relationship,2,5,19-21,-0.9059547326007871,Low
460,22,Male,Graduate,Canada,4.0,Tiktok,Yes,8.2,6,Single,3,7,22-24,0.3550483996471,Medium
461,19,Female,Undergraduate,Spain,3.8,Instagram,Yes,8.1,6,Single,3,7,19-21,0.3550483996471,Medium
462,21,Male,Graduate,Denmark,2.6,Facebook,No,9.2,8,In Relationship,2,4,19-21,-1.5364562987247306,Low
463,20,Female,Undergraduate,Ireland,3.5,Tiktok,Yes,8.4,7,Single,3,6,19-21,-0.27545316647684354,Medium
464,22,Male,Graduate,India,7.2,Whatsapp,Yes,5.1,5,In Relationship,4,8,22-24,0.9855499657710435,High
465,19,Female,Undergraduate,Switzerland,2.5,Instagram,No,9.3,8,Single,2,4,19-21,-1.5364562987247306,Low
466,21,Male,Graduate,Turkey,4.1,Instagram,Yes,8.1,6,Single,3,7,19-21,0.3550483996471,Medium
467,20,Female,Undergraduate,Usa,8.2,Tiktok,Yes,4.1,5,In Relationship,4,9,19-21,1.616051531894987,High
468,22,Male,Graduate,Mexico,7.0,Whatsapp,Yes,5.2,6,Single,3,7,22-24,0.3550483996471,Medium
469,19,Female,Undergraduate,France,3.1,Instagram,No,8.9,7,In Relationship,2,5,19-21,-0.9059547326007871,Low
470,21,Male,Graduate,Canada,3.9,Instagram,Yes,8.3,6,Single,3,7,19-21,0.3550483996471,Medium
471,20,Female,Undergraduate,Spain,3.7,Tiktok,Yes,8.2,6,Single,3,7,19-21,0.3550483996471,Medium
472,22,Male,Graduate,Denmark,2.5,Facebook,No,9.3,8,In Relationship,2,4,22-24,-1.5364562987247306,Low
473,19,Female,Undergraduate,Ireland,3.4,Instagram,Yes,8.5,7,Single,3,6,19-21,-0.27545316647684354,Medium
474,21,Male,Graduate,India,7.3,Whatsapp,Yes,5.0,5,In Relationship,4,8,19-21,0.9855499657710435,High
475,20,Female,Undergraduate,Switzerland,2.4,Instagram,No,9.4,8,Single,2,4,19-21,-1.5364562987247306,Low
476,22,Male,Graduate,Turkey,4.0,Tiktok,Yes,8.2,6,Single,3,7,22-24,0.3550483996471,Medium
477,19,Female,Undergraduate,Usa,8.3,Instagram,Yes,4.0,5,In Relationship,4,9,19-21,1.616051531894987,High
478,21,Male,Graduate,Mexico,7.1,Whatsapp,Yes,5.1,6,Single,3,7,19-21,0.3550483996471,Medium
479,20,Female,Undergraduate,France,3.0,Instagram,No,9.0,7,In Relationship,2,5,19-21,-0.9059547326007871,Low
480,22,Male,Graduate,Canada,3.8,Tiktok,Yes,8.4,6,Single,3,7,22-24,0.3550483996471,Medium
481,19,Female,Undergraduate,Spain,3.6,Instagram,Yes,8.3,6,Single,3,7,19-21,0.3550483996471,Medium
482,21,Male,Graduate,Denmark,2.4,Facebook,No,9.4,8,In Relationship,2,4,19-21,-1.5364562987247306,Low
483,20,Female,Undergraduate,Ireland,3.3,Tiktok,Yes,8.6,7,Single,3,6,19-21,-0.27545316647684354,Medium
484,22,Male,Graduate,India,7.4,Whatsapp,Yes,4.9,5,In Relationship,4,8,22-24,0.9855499657710435,High
485,19,Female,Undergraduate,Switzerland,2.3,Instagram,No,9.5,8,Single,2,4,19-21,-1.5364562987247306,Low
486,21,Male,Graduate,Turkey,3.9,Instagram,Yes,8.3,6,Single,3,7,19-21,0.3550483996471,Medium
487,20,Female,Undergraduate,Usa,8.4,Tiktok,Yes,3.9,5,In Relationship,4,9,19-21,1.616051531894987,High
488,22,Male,Graduate,Mexico,7.2,Whatsapp,Yes,5.0,6,Single,3,7,22-24,0.3550483996471,Medium
489,19,Female,Undergraduate,France,2.9,Instagram,No,9.1,7,In Relationship,2,5,19-21,-0.9059547326007871,Low
490,21,Male,Graduate,Canada,3.7,Instagram,Yes,8.5,6,Single,3,7,19-21,0.3550483996471,Medium
491,20,Female,Undergraduate,Spain,3.5,Tiktok,Yes,8.4,6,Single,3,7,19-21,0.3550483996471,Medium
492,22,Male,Graduate,Denmark,2.3,Facebook,No,9.5,8,In Relationship,2,4,22-24,-1.5364562987247306,Low
493,19,Female,Undergraduate,Ireland,3.2,Instagram,Yes,8.7,7,Single,3,6,19-21,-0.27545316647684354,Medium
494,21,Male,Graduate,India,7.5,Whatsapp,Yes,4.8,5,In Relationship,4,8,19-21,0.9855499657710435,High
495,20,Female,Undergraduate,Switzerland,2.2,Instagram,No,9.6,8,Single,2,4,19-21,-1.5364562987247306,Low
496,22,Male,Graduate,Turkey,3.8,Tiktok,Yes,8.4,6,Single,3,7,22-24,0.3550483996471,Medium
497,19,Female,Undergraduate,Usa,8.5,Instagram,Yes,3.8,5,In Relationship,4,9,19-21,1.616051531894987,High
498,21,Male,Graduate,Mexico,7.3,Whatsapp,Yes,4.9,6,Single,3,7,19-21,0.3550483996471,Medium
499,20,Female,Undergraduate,France,2.8,Instagram,No,9.2,7,In Relationship,2,5,19-21,-0.9059547326007871,Low
500,22,Male,Graduate,Canada,3.6,Tiktok,Yes,8.6,6,Single,3,7,22-24,0.3550483996471,Medium
501,19,Female,Undergraduate,Brazil,6.2,Whatsapp,Yes,6.3,6,Single,3,7,19-21,0.3550483996471,Medium
502,21,Male,Graduate,China,4.5,Wechat,No,7.8,7,In Relationship,2,5,19-21,-0.9059547326007871,Low
503,20,Female,Undergraduate,Netherlands,3.8,Instagram,No,8.2,8,Single,2,4,19-21,-1.5364562987247306,Low
504,22,Male,Graduate,New Zealand,4.7,Instagram,Yes,7.5,7,In Relationship,3,6,22-24,-0.27545316647684354,Medium
505,19,Female,Undergraduate,Singapore,5.1,Tiktok,Yes,7.0,6,Single,3,7,19-21,0.3550483996471,Medium
506,21,Male,Graduate,Malaysia,5.5,Whatsapp,Yes,6.8,6,Single,3,7,19-21,0.3550483996471,Medium
507,20,Female,Undergraduate,Uae,6.5,Instagram,Yes,6.5,5,In Relationship,4,8,19-21,0.9855499657710435,High
508,22,Male,Graduate,Poland,4.2,Facebook,No,7.9,7,Single,2,5,22-24,-0.9059547326007871,Low
509,19,Female,Undergraduate,India,6.8,Whatsapp,Yes,6.0,5,In Relationship,4,8,19-21,0.9855499657710435,High
510,21,Male,Graduate,Canada,4.8,Instagram,Yes,7.4,7,Single,3,6,19-21,-0.27545316647684354,Medium
511,20,Female,Undergraduate,Brazil,6.1,Instagram,Yes,6.4,6,Single,3,7,19-21,0.3550483996471,Medium
512,22,Male,Graduate,China,4.4,Wechat,No,7.9,7,In Relationship,2,5,22-24,-0.9059547326007871,Low
513,19,Female,Undergraduate,Netherlands,3.7,Tiktok,No,8.3,8,Single,2,4,19-21,-1.5364562987247306,Low
514,21,Male,Graduate,New Zealand,4.6,Instagram,Yes,7.6,7,In Relationship,3,6,19-21,-0.27545316647684354,Medium
515,20,Female,Undergraduate,Singapore,5.2,Tiktok,Yes,6.9,6,Single,3,7,19-21,0.3550483996471,Medium
516,22,Male,Graduate,Malaysia,5.6,Whatsapp,Yes,6.7,6,Single,3,7,22-24,0.3550483996471,Medium
517,19,Female,Undergraduate,Uae,6.6,Instagram,Yes,6.4,5,In Relationship,4,8,19-21,0.9855499657710435,High
518,21,Male,Graduate,Poland,4.1,Facebook,No,8.0,7,Single,2,5,19-21,-0.9059547326007871,Low
519,20,Female,Undergraduate,India,6.9,Whatsapp,Yes,5.9,5,In Relationship,4,8,19-21,0.9855499657710435,High
520,22,Male,Graduate,Canada,4.7,Tiktok,Yes,7.5,7,Single,3,6,22-24,-0.27545316647684354,Medium
521,19,Female,Undergraduate,Brazil,6.0,Whatsapp,Yes,6.5,6,Single,3,7,19-21,0.3550483996471,Medium
522,21,Male,Graduate,China,4.3,Wechat,No,8.0,7,In Relationship,2,5,19-21,-0.9059547326007871,Low
523,20,Female,Undergraduate,Netherlands,3.6,Instagram,No,8.4,8,Single,2,4,19-21,-1.5364562987247306,Low
524,22,Male,Graduate,New Zealand,4.5,Facebook,Yes,7.7,7,In Relationship,3,6,22-24,-0.27545316647684354,Medium
525,19,Female,Undergraduate,Singapore,5.3,Tiktok,Yes,6.8,6,Single,3,7,19-21,0.3550483996471,Medium
526,21,Male,Graduate,Malaysia,5.7,Whatsapp,Yes,6.6,6,Single,3,7,19-21,0.3550483996471,Medium
527,20,Female,Undergraduate,Uae,6.7,Instagram,Yes,6.3,5,In Relationship,4,8,19-21,0.9855499657710435,High
528,22,Male,Graduate,Poland,4.0,Facebook,No,8.1,7,Single,2,5,22-24,-0.9059547326007871,Low
529,19,Female,Undergraduate,India,7.0,Whatsapp,Yes,5.8,5,In Relationship,4,8,19-21,0.9855499657710435,High
530,21,Male,Graduate,Canada,4.6,Instagram,Yes,7.6,7,Single,3,6,19-21,-0.27545316647684354,Medium
531,20,Female,Undergraduate,Brazil,5.9,Tiktok,Yes,6.6,6,Single,3,7,19-21,0.3550483996471,Medium
532,22,Male,Graduate,China,4.2,Wechat,No,8.1,7,In Relationship,2,5,22-24,-0.9059547326007871,Low
533,19,Female,Undergraduate,Netherlands,3.5,Instagram,No,8.5,8,Single,2,4,19-21,-1.5364562987247306,Low
534,21,Male,Graduate,New Zealand,4.4,Facebook,Yes,7.8,7,In Relationship,3,6,19-21,-0.27545316647684354,Medium
535,20,Female,Undergraduate,Singapore,5.4,Tiktok,Yes,6.7,6,Single,3,7,19-21,0.3550483996471,Medium
536,22,Male,Graduate,Malaysia,5.8,Whatsapp,Yes,6.5,6,Single,3,7,22-24,0.3550483996471,Medium
537,19,Female,Undergraduate,Uae,6.8,Instagram,Yes,6.2,5,In Relationship,4,8,19-21,0.9855499657710435,High
538,21,Male,Graduate,Poland,3.9,Facebook,No,8.2,7,Single,2,5,19-21,-0.9059547326007871,Low
539,20,Female,Undergraduate,India,7.1,Whatsapp,Yes,5.7,5,In Relationship,4,8,19-21,0.9855499657710435,High
540,22,Male,Graduate,Canada,4.5,Tiktok,Yes,7.7,7,Single,3,6,22-24,-0.27545316647684354,Medium
541,19,Female,Undergraduate,Brazil,5.8,Whatsapp,Yes,6.7,6,Single,3,7,19-21,0.3550483996471,Medium
542,21,Male,Graduate,China,4.1,Wechat,No,8.2,7,In Relationship,2,5,19-21,-0.9059547326007871,Low
543,20,Female,Undergraduate,Netherlands,3.4,Instagram,No,8.6,8,Single,2,4,19-21,-1.5364562987247306,Low
544,22,Male,Graduate,New Zealand,4.3,Instagram,Yes,7.9,7,In Relationship,3,6,22-24,-0.27545316647684354,Medium
545,19,Female,Undergraduate,Singapore,5.5,Tiktok,Yes,6.6,6,Single,3,7,19-21,0.3550483996471,Medium
546,21,Male,Graduate,Malaysia,5.9,Whatsapp,Yes,6.4,6,Single,3,7,19-21,0.3550483996471,Medium
547,20,Female,Undergraduate,Uae,6.9,Instagram,Yes,6.1,5,In Relationship,4,8,19-21,0.9855499657710435,High
548,22,Male,Graduate,Poland,3.8,Facebook,No,8.3,7,Single,2,5,22-24,-0.9059547326007871,Low
549,19,Female,Undergraduate,India,7.2,Whatsapp,Yes,5.6,5,In Relationship,4,8,19-21,0.9855499657710435,High
550,21,Male,Graduate,Canada,4.4,Instagram,Yes,7.8,7,Single,3,6,19-21,-0.27545316647684354,Medium
551,20,Female,Undergraduate,Brazil,5.7,Tiktok,Yes,6.8,6,Single,3,7,19-21,0.3550483996471,Medium
552,22,Male,Graduate,China,4.0,Wechat,No,8.3,7,In Relationship,2,5,22-24,-0.9059547326007871,Low
553,19,Female,Undergraduate,Netherlands,3.3,Instagram,No,8.7,8,Single,2,4,19-21,-1.5364562987247306,Low
554,21,Male,Graduate,New Zealand,4.2,Facebook,Yes,8.0,7,In Relationship,3,6,19-21,-0.27545316647684354,Medium
555,20,Female,Undergraduate,Singapore,5.6,Tiktok,Yes,6.5,6,Single,3,7,19-21,0.3550483996471,Medium
556,22,Male,Graduate,Malaysia,6.0,Whatsapp,Yes,6.3,6,Single,3,7,22-24,0.3550483996471,Medium
557,19,Female,Undergraduate,Uae,7.0,Instagram,Yes,6.0,5,In Relationship,4,8,19-21,0.9855499657710435,High
558,21,Male,Graduate,Poland,3.7,Facebook,No,8.4,7,Single,2,5,19-21,-0.9059547326007871,Low
559,20,Female,Undergraduate,India,7.3,Whatsapp,Yes,5.5,5,In Relationship,4,8,19-21,0.9855499657710435,High
560,22,Male,Graduate,Canada,4.3,Tiktok,Yes,7.9,7,Single,3,6,22-24,-0.27545316647684354,Medium
561,19,Female,Undergraduate,Brazil,5.6,Whatsapp,Yes,6.9,6,Single,3,7,19-21,0.3550483996471,Medium
562,21,Male,Graduate,China,3.9,Wechat,No,8.4,7,In Relationship,2,5,19-21,-0.9059547326007871,Low
563,20,Female,Undergraduate,Netherlands,3.2,Instagram,No,8.8,8,Single,2,4,19-21,-1.5364562987247306,Low
564,22,Male,Graduate,New Zealand,4.1,Instagram,Yes,8.1,7,In Relationship,3,6,22-24,-0.27545316647684354,Medium
565,19,Female,Undergraduate,Singapore,5.7,Tiktok,Yes,6.4,6,Single,3,7,19-21,0.3550483996471,Medium
566,21,Male,Graduate,Malaysia,6.1,Whatsapp,Yes,6.2,6,Single,3,7,19-21,0.3550483996471,Medium
567,20,Female,Undergraduate,Uae,7.1,Instagram,Yes,5.9,5,In Relationship,4,8,19-21,0.9855499657710435,High
568,22,Male,Graduate,Poland,3.6,Facebook,No,8.5,7,Single,2,5,22-24,-0.9059547326007871,Low
569,19,Female,Undergraduate,India,7.4,Whatsapp,Yes,5.4,5,In Relationship,4,8,19-21,0.9855499657710435,High
570,21,Male,Graduate,Canada,4.2,Instagram,Yes,8.0,7,Single,3,6,19-21,-0.27545316647684354,Medium
571,20,Female,Undergraduate,Spain,6.1,Instagram,Yes,7.2,5,Single,4,7,19-21,0.3550483996471,Medium
572,23,Male,Graduate,Denmark,3.8,Twitter,No,7.8,8,In Relationship,2,4,22-24,-1.5364562987247306,Low
573,19,Female,Undergraduate,Ireland,5.5,Tiktok,Yes,6.8,6,Single,4,8,19-21,0.9855499657710435,High
574,22,Male,Graduate,India,7.2,Facebook,Yes,5.9,4,Single,5,9,22-24,1.616051531894987,High
575,21,Female,Undergraduate,Switzerland,4.2,Instagram,No,7.5,7,In Relationship,2,5,19-21,-0.9059547326007871,Low
576,24,Male,Graduate,Turkey,6.8,Tiktok,Yes,6.2,5,Single,4,8,22-24,0.9855499657710435,High
577,20,Female,Undergraduate,Usa,5.9,Instagram,Yes,6.7,6,In Relationship,3,7,19-21,0.3550483996471,Medium
578,22,Male,Graduate,Mexico,6.5,Facebook,Yes,6.1,5,Single,4,8,22-24,0.9855499657710435,High
579,19,Female,Undergraduate,France,4.7,Twitter,No,7.4,7,Single,2,5,19-21,-0.9059547326007871,Low
580,23,Male,Graduate,Canada,5.2,Instagram,Yes,7.0,6,In Relationship,3,6,22-24,-0.27545316647684354,Medium
581,21,Female,Undergraduate,Uk,6.3,Tiktok,Yes,6.4,5,Single,4,8,19-21,0.9855499657710435,High
582,24,Male,Graduate,Italy,4.9,Facebook,No,7.3,7,In Relationship,2,5,22-24,-0.9059547326007871,Low
583,20,Female,Undergraduate,Russia,6.7,Instagram,Yes,6.0,5,Single,4,8,19-21,0.9855499657710435,High
584,22,Male,Graduate,China,5.8,Wechat,Yes,6.5,6,In Relationship,3,7,22-24,0.3550483996471,Medium
585,19,Female,Undergraduate,Japan,4.5,Twitter,No,7.6,8,Single,2,4,19-21,-1.5364562987247306,Low
586,23,Male,Graduate,Poland,6.4,Facebook,Yes,6.3,5,Single,4,8,22-24,0.9855499657710435,High
587,21,Female,Undergraduate,Finland,4.1,Instagram,No,7.7,7,In Relationship,2,5,19-21,-0.9059547326007871,Low
588,24,Male,Graduate,Spain,6.6,Tiktok,Yes,6.2,5,Single,4,8,22-24,0.9855499657710435,High
589,20,Female,Undergraduate,Denmark,4.4,Instagram,No,7.4,7,In Relationship,2,5,19-21,-0.9059547326007871,Low
590,22,Male,Graduate,Ireland,5.7,Twitter,Yes,6.8,6,Single,3,7,22-24,0.3550483996471,Medium
591,19,Female,Undergraduate,India,7.0,Instagram,Yes,5.8,4,Single,5,9,19-21,1.616051531894987,High
592,23,Male,Graduate,Switzerland,4.3,Facebook,No,7.5,7,In Relationship,2,5,22-24,-0.9059547326007871,Low
593,21,Female,Undergraduate,Turkey,6.9,Tiktok,Yes,6.1,5,Single,4,8,19-21,0.9855499657710435,High
594,24,Male,Graduate,Usa,5.6,Instagram,Yes,6.9,6,In Relationship,3,7,22-24,0.3550483996471,Medium
595,20,Female,Undergraduate,Mexico,6.2,Facebook,Yes,6.3,5,Single,4,8,19-21,0.9855499657710435,High
596,21,Male,Undergraduate,France,5.8,Instagram,Yes,6.7,6,Single,3,7,19-21,0.3550483996471,Medium
597,23,Female,Graduate,Canada,4.9,Tiktok,No,7.3,7,In Relationship,2,5,22-24,-0.9059547326007871,Low
598,20,Male,Undergraduate,Uk,6.4,Facebook,Yes,6.2,5,Single,4,8,19-21,0.9855499657710435,High
599,22,Female,Graduate,Italy,5.1,Twitter,No,7.1,7,In Relationship,2,5,22-24,-0.9059547326007871,Low
600,19,Male,Undergraduate,Russia,6.7,Instagram,Yes,6.0,4,Single,4,8,19-21,0.9855499657710435,High
601,24,Female,Graduate,China,5.5,Wechat,Yes,6.8,6,In Relationship,3,7,22-24,0.3550483996471,Medium
602,21,Male,Undergraduate,Japan,4.3,Twitter,No,7.6,8,Single,2,4,19-21,-1.5364562987247306,Low
603,23,Female,Graduate,Poland,6.2,Instagram,Yes,6.4,5,Single,4,8,22-24,0.9855499657710435,High
604,20,Male,Undergraduate,Finland,4.5,Facebook,No,7.4,7,In Relationship,2,5,19-21,-0.9059547326007871,Low
605,22,Female,Graduate,Spain,6.3,Tiktok,Yes,6.3,5,Single,4,8,22-24,0.9855499657710435,High
606,19,Male,Undergraduate,Denmark,4.7,Instagram,No,7.2,7,In Relationship,2,5,19-21,-0.9059547326007871,Low
607,24,Female,Graduate,Ireland,5.9,Twitter,Yes,6.6,6,Single,3,7,22-24,0.3550483996471,Medium
608,21,Male,Undergraduate,India,7.1,Facebook,Yes,5.7,4,Single,5,9,19-21,1.616051531894987,High
609,23,Female,Graduate,Switzerland,4.4,Instagram,No,7.4,7,In Relationship,2,5,22-24,-0.9059547326007871,Low
610,20,Male,Undergraduate,Turkey,6.6,Tiktok,Yes,6.2,5,Single,4,8,19-21,0.9855499657710435,High
611,22,Female,Graduate,Usa,5.4,Instagram,Yes,6.9,6,In Relationship,3,7,22-24,0.3550483996471,Medium
612,19,Male,Undergraduate,Mexico,6.5,Facebook,Yes,6.1,5,Single,4,8,19-21,0.9855499657710435,High
613,24,Female,Graduate,France,4.8,Twitter,No,7.3,7,In Relationship,2,5,22-24,-0.9059547326007871,Low
614,21,Male,Undergraduate,Canada,5.7,Instagram,Yes,6.7,6,Single,3,7,19-21,0.3550483996471,Medium
615,23,Female,Graduate,Uk,6.1,Tiktok,Yes,6.4,5,Single,4,8,22-24,0.9855499657710435,High
616,20,Male,Undergraduate,Italy,4.6,Facebook,No,7.2,7,In Relationship,2,5,19-21,-0.9059547326007871,Low
617,22,Female,Graduate,Russia,6.8,Instagram,Yes,5.9,4,Single,5,9,22-24,1.616051531894987,High
618,19,Male,Undergraduate,China,5.6,Wechat,Yes,6.8,6,In Relationship,3,7,19-21,0.3550483996471,Medium
619,24,Female,Graduate,Japan,4.2,Twitter,No,7.5,8,Single,2,4,22-24,-1.5364562987247306,Low
620,21,Male,Undergraduate,Poland,6.3,Tiktok,Yes,6.3,5,Single,4,8,19-21,0.9855499657710435,High
621,23,Female,Graduate,Finland,4.4,Instagram,No,7.4,7,In Relationship,2,5,22-24,-0.9059547326007871,Low
622,20,Male,Undergraduate,Spain,6.5,Facebook,Yes,6.2,5,Single,4,8,19-21,0.9855499657710435,High
623,22,Female,Graduate,Denmark,4.6,Twitter,No,7.3,7,In Relationship,2,5,22-24,-0.9059547326007871,Low
624,19,Male,Undergraduate,Ireland,5.8,Instagram,Yes,6.6,6,Single,3,7,19-21,0.3550483996471,Medium
625,24,Female,Graduate,India,7.0,Tiktok,Yes,5.8,4,Single,5,9,22-24,1.616051531894987,High
626,21,Male,Undergraduate,Switzerland,4.5,Facebook,No,7.3,7,In Relationship,2,5,19-21,-0.9059547326007871,Low
627,23,Female,Graduate,Turkey,6.7,Instagram,Yes,6.1,5,Single,4,8,22-24,0.9855499657710435,High
628,20,Male,Undergraduate,Usa,5.5,Twitter,Yes,6.8,6,In Relationship,3,7,19-21,0.3550483996471,Medium
629,22,Female,Graduate,Mexico,6.4,Facebook,Yes,6.2,5,Single,4,8,22-24,0.9855499657710435,High
630,19,Male,Undergraduate,France,4.7,Instagram,No,7.2,7,In Relationship,2,5,19-21,-0.9059547326007871,Low
631,24,Female,Graduate,Canada,5.6,Tiktok,Yes,6.7,6,Single,3,7,22-24,0.3550483996471,Medium
632,21,Male,Undergraduate,Uk,6.2,Facebook,Yes,6.3,5,Single,4,8,19-21,0.9855499657710435,High
633,23,Female,Graduate,Italy,4.8,Twitter,No,7.1,7,In Relationship,2,5,22-24,-0.9059547326007871,Low
634,20,Male,Undergraduate,Russia,6.9,Instagram,Yes,5.9,4,Single,5,9,19-21,1.616051531894987,High
635,22,Female,Graduate,China,5.7,Wechat,Yes,6.7,6,In Relationship,3,7,22-24,0.3550483996471,Medium
636,19,Male,Undergraduate,Japan,4.4,Twitter,No,7.4,8,Single,2,4,19-21,-1.5364562987247306,Low
637,24,Female,Graduate,Poland,6.1,Tiktok,Yes,6.4,5,Single,4,8,22-24,0.9855499657710435,High
638,21,Male,Undergraduate,Finland,4.3,Instagram,No,7.5,7,In Relationship,2,5,19-21,-0.9059547326007871,Low
639,23,Female,Graduate,Spain,6.4,Facebook,Yes,6.2,5,Single,4,8,22-24,0.9855499657710435,High
640,20,Male,Undergraduate,Denmark,4.5,Twitter,No,7.3,7,In Relationship,2,5,19-21,-0.9059547326007871,Low
641,22,Female,Graduate,Ireland,5.9,Instagram,Yes,6.5,6,Single,3,7,22-24,0.3550483996471,Medium
642,19,Male,Undergraduate,India,7.2,Tiktok,Yes,5.7,4,Single,5,9,19-21,1.616051531894987,High
643,24,Female,Graduate,Switzerland,4.6,Facebook,No,7.2,7,In Relationship,2,5,22-24,-0.9059547326007871,Low
644,21,Male,Undergraduate,Turkey,6.8,Instagram,Yes,6.0,5,Single,4,8,19-21,0.9855499657710435,High
645,23,Female,Graduate,Usa,5.3,Twitter,Yes,6.8,6,In Relationship,3,7,22-24,0.3550483996471,Medium
646,22,Male,Graduate,Mexico,6.3,Facebook,Yes,6.2,5,Single,4,8,22-24,0.9855499657710435,High
647,20,Female,Undergraduate,France,4.8,Instagram,No,7.1,7,In Relationship,2,5,19-21,-0.9059547326007871,Low
648,23,Male,Graduate,Canada,5.7,Tiktok,Yes,6.6,6,Single,3,7,22-24,0.3550483996471,Medium
649,21,Female,Undergraduate,Uk,6.2,Twitter,Yes,6.3,5,Single,4,8,19-21,0.9855499657710435,High
650,24,Male,Graduate,Italy,4.7,Facebook,No,7.2,7,In Relationship,2,5,22-24,-0.9059547326007871,Low
651,19,Female,Undergraduate,Russia,6.8,Instagram,Yes,5.9,4,Single,5,9,19-21,1.616051531894987,High
652,22,Male,Graduate,China,5.6,Wechat,Yes,6.7,6,In Relationship,3,7,22-24,0.3550483996471,Medium
653,20,Female,Undergraduate,Japan,4.3,Twitter,No,7.5,8,Single,2,4,19-21,-1.5364562987247306,Low
654,23,Male,Graduate,Poland,6.2,Tiktok,Yes,6.3,5,Single,4,8,22-24,0.9855499657710435,High
655,21,Female,Undergraduate,Finland,4.4,Instagram,No,7.4,7,In Relationship,2,5,19-21,-0.9059547326007871,Low
656,24,Male,Graduate,Spain,6.5,Facebook,Yes,6.1,5,Single,4,8,22-24,0.9855499657710435,High
657,19,Female,Undergraduate,Denmark,4.6,Twitter,No,7.3,7,In Relationship,2,5,19-21,-0.9059547326007871,Low
658,22,Male,Graduate,Ireland,5.8,Instagram,Yes,6.6,6,Single,3,7,22-24,0.3550483996471,Medium
659,20,Female,Undergraduate,India,7.1,Tiktok,Yes,5.8,4,Single,5,9,19-21,1.616051531894987,High
660,23,Male,Graduate,Switzerland,4.5,Facebook,No,7.3,7,In Relationship,2,5,22-24,-0.9059547326007871,Low
661,21,Female,Undergraduate,Turkey,6.7,Instagram,Yes,6.0,5,Single,4,8,19-21,0.9855499657710435,High
662,24,Male,Graduate,Usa,5.4,Twitter,Yes,6.8,6,In Relationship,3,7,22-24,0.3550483996471,Medium
663,19,Female,Undergraduate,Mexico,6.4,Tiktok,Yes,6.2,5,Single,4,8,19-21,0.9855499657710435,High
664,22,Male,Graduate,France,4.7,Facebook,No,7.2,7,In Relationship,2,5,22-24,-0.9059547326007871,Low
665,20,Female,Undergraduate,Canada,5.6,Instagram,Yes,6.7,6,Single,3,7,19-21,0.3550483996471,Medium
666,23,Male,Graduate,Uk,6.3,Twitter,Yes,6.2,5,Single,4,8,22-24,0.9855499657710435,High
667,21,Female,Undergraduate,Italy,4.8,Tiktok,No,7.1,7,In Relationship,2,5,19-21,-0.9059547326007871,Low
668,24,Male,Graduate,Russia,6.9,Instagram,Yes,5.9,4,Single,5,9,22-24,1.616051531894987,High
669,19,Female,Undergraduate,China,5.7,Wechat,Yes,6.7,6,In Relationship,3,7,19-21,0.3550483996471,Medium
670,22,Male,Graduate,Japan,4.4,Twitter,No,7.4,8,Single,2,4,22-24,-1.5364562987247306,Low
671,20,Female,Undergraduate,Poland,6.1,Facebook,Yes,6.4,5,Single,4,8,19-21,0.9855499657710435,High
672,23,Male,Graduate,Finland,4.3,Instagram,No,7.5,7,In Relationship,2,5,22-24,-0.9059547326007871,Low
673,21,Female,Undergraduate,Spain,6.4,Tiktok,Yes,6.2,5,Single,4,8,19-21,0.9855499657710435,High
674,24,Male,Graduate,Denmark,4.5,Twitter,No,7.3,7,In Relationship,2,5,22-24,-0.9059547326007871,Low
675,19,Female,Undergraduate,Ireland,5.9,Instagram,Yes,6.5,6,Single,3,7,19-21,0.3550483996471,Medium
676,22,Male,Graduate,India,7.2,Facebook,Yes,5.7,4,Single,5,9,22-24,1.616051531894987,High
677,20,Female,Undergraduate,Switzerland,4.6,Tiktok,No,7.2,7,In Relationship,2,5,19-21,-0.9059547326007871,Low
678,23,Male,Graduate,Turkey,6.8,Instagram,Yes,6.0,5,Single,4,8,22-24,0.9855499657710435,High
679,21,Female,Undergraduate,Usa,5.3,Twitter,Yes,6.8,6,In Relationship,3,7,19-21,0.3550483996471,Medium
680,24,Male,Graduate,Mexico,6.2,Facebook,Yes,6.3,5,Single,4,8,22-24,0.9855499657710435,High
681,19,Female,Undergraduate,France,4.7,Instagram,No,7.2,7,In Relationship,2,5,19-21,-0.9059547326007871,Low
